Class Nbr|Subject|Catalog|Section|Description|Capacity|Total Enrolled|Available Seats|Class Start Time|Class End Time|Meeting Days
8896|SS|490|79|Independent Study|30|0|30|||
8897|SS|490|83|Independent Study|30|0|30|||
8898|SS|499|79|Minor Portfolio|30|0|30|||
8732|STAT|282|01|General Statistics|110|1|109|1:00PM|1:50PM|MWF
9228|STAT|282|11|General Statistics|25|1|24|1:00PM|1:50PM|T
9229|STAT|282|12|General Statistics|25|0|25|2:30PM|3:20PM|T
9230|STAT|282|13|General Statistics|25|0|25|4:00PM|4:50PM|T
9231|STAT|282|14|General Statistics|25|0|25|2:30PM|3:20PM|R
9232|STAT|282|15|General Statistics|25|0|25|4:00PM|4:50PM|R
8699|STAT|381|01|Probability|40|12|28|4:00PM|4:50PM|MWF
8733|STAT|383|01|Probability and Statistics|80|30|50|12:00PM|12:50PM|MWF
8734|STAT|383|02|Probability and Statistics|80|7|73|3:00PM|3:50PM|MWF
8735|STAT|383|03|Probability and Statistics|80|3|77|8:00AM|8:50AM|MWF
9096|STAT|488|87|Statistics Projects|30|1|29|||
8700|STAT|581|01|Probability|40|12|28|4:00PM|4:50PM|MWF
8852|UNIV|190|01|The Clarkson Seminar|19|0|19|11:00AM|12:15PM|MW
9236|UNIV|190|02|The Clarkson Seminar|19|0|19|1:00PM|2:15PM|TR
8853|UNIV|190|03|The Clarkson Seminar|19|0|19|4:00PM|5:15PM|TR
8874|UNIV|190|04|The Clarkson Seminar|19|0|19|9:30AM|10:45AM|TR
8854|UNIV|190|05|The Clarkson Seminar|19|0|19|11:00AM|12:15PM|TR
8855|UNIV|190|06|The Clarkson Seminar|19|0|19|2:00PM|2:50PM|MWF
8856|UNIV|190|07|The Clarkson Seminar|19|0|19|1:00PM|1:50PM|MWF
8875|UNIV|190|08|The Clarkson Seminar|19|0|19|9:30AM|10:45AM|TR
8876|UNIV|190|09|The Clarkson Seminar|19|0|19|11:00AM|12:15PM|TR
8877|UNIV|190|10|The Clarkson Seminar|19|0|19|1:00PM|2:15PM|TR
8857|UNIV|190|11|The Clarkson Seminar|19|0|19|11:00AM|12:15PM|TR
8878|UNIV|190|12|The Clarkson Seminar|19|0|19|9:30AM|10:45AM|MW
8858|UNIV|190|13|The Clarkson Seminar|19|0|19|11:00AM|12:15PM|MW
8859|UNIV|190|14|The Clarkson Seminar|19|0|19|11:00AM|11:50AM|MWF
8860|UNIV|190|15|The Clarkson Seminar|19|0|19|12:00PM|12:50PM|MWF
9259|UNIV|190|16|The Clarkson Seminar|19|0|19|1:00PM|2:15PM|TR
8861|UNIV|190|17|The Clarkson Seminar|19|0|19|4:00PM|5:15PM|TR
8879|UNIV|190|18|The Clarkson Seminar|19|0|19|9:30AM|10:45AM|TR
8862|UNIV|190|19|The Clarkson Seminar|19|0|19|11:00AM|12:15PM|TR
8863|UNIV|190|20|The Clarkson Seminar|19|0|19|2:30PM|3:45PM|MW
8864|UNIV|190|21|The Clarkson Seminar|19|0|19|1:00PM|2:15PM|MW
8865|UNIV|190|22|The Clarkson Seminar|19|0|19|3:00PM|3:50PM|MWF
8866|UNIV|190|23|The Clarkson Seminar|19|0|19|2:30PM|3:45PM|TR
8867|UNIV|190|24|The Clarkson Seminar|19|0|19|4:00PM|5:15PM|TR
8868|UNIV|190|25|The Clarkson Seminar|19|0|19|2:30PM|3:45PM|TR
8869|UNIV|190|26|The Clarkson Seminar|19|0|19|4:00PM|5:15PM|TR
8870|UNIV|190|27|The Clarkson Seminar|19|0|19|9:30AM|10:45AM|TR
8871|UNIV|190|28|The Clarkson Seminar|19|0|19|11:00AM|12:15PM|TR
8872|UNIV|190|29|The Clarkson Seminar|19|0|19|11:00AM|12:15PM|TR
8873|UNIV|190|30|The Clarkson Seminar|19|0|19|2:30PM|3:45PM|TR
8880|UNIV|190|31|The Clarkson Seminar|19|0|19|10:00AM|10:50AM|MWF
8881|UNIV|190|32|The Clarkson Seminar|19|0|19|9:00AM|9:50AM|MWF
8882|UNIV|190|33|The Clarkson Seminar|0|0|0|8:00AM|9:15AM|TR
8883|UNIV|190|34|The Clarkson Seminar|0|0|0|8:00AM|9:15AM|TR
9092|UNIV|190|35|The Clarkson Seminar|0|0|0|8:00AM|9:15AM|TR
9174|UNIV|190|36|The Clarkson Seminar|0|0|0|10:00AM|10:50AM|MWF
9175|UNIV|190|37|The Clarkson Seminar|0|0|0|1:00PM|1:50PM|MWF
9176|UNIV|190|38|The Clarkson Seminar|0|0|0|10:00AM|10:50AM|MWF
9177|UNIV|190|39|The Clarkson Seminar|0|0|0|8:00AM|8:50AM|MWF
9178|UNIV|190|40|The Clarkson Seminar|0|0|0|1:00PM|1:50PM|MWF
9296|UNIV|190|41|The Clarkson Seminar|0|0|0|2:00PM|2:50PM|MWF
9405|UNIV|190|42|The Clarkson Seminar|0|0|0|2:00PM|2:50PM|MWF
9833|UNIV|190|43|The Clarkson Seminar|0|0|0|2:00PM|2:50PM|MWF
9834|UNIV|190|44|The Clarkson Seminar|0|0|0|2:00PM|2:50PM|MWF
9835|UNIV|190|45|The Clarkson Seminar|0|0|0|4:00PM|4:50PM|MWF
9836|UNIV|190|46|The Clarkson Seminar|0|0|0|11:00AM|11:50AM|MWF
9479|UNIV|267|15|Intro to Canada|0|0|0|1:00PM|1:50PM|F
9819|UNIV|399|01|Global Experience|20|3|17|||
