Class Nbr|Subject|Catalog|Section|Description|Capacity|Total Enrolled|Available Seats|Class Start Time|Class End Time|Meeting Days
8399|CM|131|20|General Chemistry I|38|0|38|10:00AM|11:50AM|W
8400|CM|131|21|General Chemistry I|38|0|38|1:00PM|2:50PM|W
8406|CM|131|22|General Chemistry I|38|0|38|3:00PM|4:50PM|W
8424|CM|131|23|General Chemistry I|38|0|38|8:00AM|9:50AM|R
8407|CM|131|24|General Chemistry I|38|0|38|10:00AM|11:50AM|R
8453|CM|131|25|General Chemistry I|38|0|38|1:00PM|2:50PM|R
8404|CM|131|26|General Chemistry I|38|0|38|3:00PM|4:50PM|R
8405|CM|131|27|General Chemistry I|38|0|38|8:00AM|9:50AM|F
8425|CM|131|28|General Chemistry I|38|0|38|10:00AM|11:50AM|F
8454|CM|131|29|General Chemistry I|38|0|38|1:00PM|2:50PM|F
8476|CM|131|31|General Chemistry I|38|0|38|8:00AM|9:50AM|M
8474|CM|131|32|General Chemistry I|38|0|38|10:00AM|11:50AM|M
8472|CM|131|34|General Chemistry I|38|0|38|3:00PM|4:50PM|M
8457|CM|131|35|General Chemistry I|38|0|38|8:00AM|9:50AM|T
8458|CM|131|36|General Chemistry I|38|0|38|10:00AM|11:50AM|T
8459|CM|131|37|General Chemistry I|38|0|38|1:00PM|2:50PM|T
8460|CM|131|38|General Chemistry I|38|0|38|3:00PM|4:50PM|T
8470|CM|131|40|General Chemistry I|38|0|38|10:00AM|11:50AM|W
8461|CM|131|41|General Chemistry I|38|0|38|1:00PM|2:50PM|W
8462|CM|131|42|General Chemistry I|38|0|38|3:00PM|4:50PM|W
8463|CM|131|43|General Chemistry I|38|0|38|8:00AM|9:50AM|R
8464|CM|131|44|General Chemistry I|38|0|38|10:00AM|11:50AM|R
8465|CM|131|45|General Chemistry I|38|0|38|1:00PM|2:50PM|R
8466|CM|131|46|General Chemistry I|38|0|38|3:00PM|4:50PM|R
8467|CM|131|47|General Chemistry I|38|0|38|8:00AM|9:50AM|F
8468|CM|131|48|General Chemistry I|38|0|38|10:00AM|11:50AM|F
8469|CM|131|49|General Chemistry I|38|0|38|1:00PM|2:50PM|F
8408|CM|131|51|General Chemistry I|33|0|33|8:00AM|8:50AM|M
8409|CM|131|52|General Chemistry I|33|0|33|9:00AM|9:50AM|M
8410|CM|131|53|General Chemistry I|33|0|33|10:00AM|10:50AM|M
8445|CM|131|54|General Chemistry I|33|0|33|11:00AM|11:50AM|M
8411|CM|131|55|General Chemistry I|33|0|33|12:00PM|12:50PM|M
8412|CM|131|56|General Chemistry I|33|0|33|1:00PM|1:50PM|M
8413|CM|131|57|General Chemistry I|33|0|33|2:00PM|2:50PM|M
8414|CM|131|58|General Chemistry I|33|0|33|3:00PM|3:50PM|M
8446|CM|131|59|General Chemistry I|33|0|33|4:00PM|4:50PM|M
8415|CM|131|61|General Chemistry I|33|0|33|8:00AM|8:50AM|T
8416|CM|131|62|General Chemistry I|33|0|33|9:00AM|9:50AM|T
8417|CM|131|63|General Chemistry I|33|0|33|10:00AM|10:50AM|T
8418|CM|131|64|General Chemistry I|33|0|33|11:00AM|11:50AM|T
8419|CM|131|65|General Chemistry I|33|0|33|12:00PM|12:50PM|T
8420|CM|131|66|General Chemistry I|33|0|33|1:00PM|1:50PM|T
8421|CM|131|67|General Chemistry I|33|0|33|2:00PM|2:50PM|T
8422|CM|131|68|General Chemistry I|33|0|33|3:00PM|3:50PM|T
8447|CM|131|69|General Chemistry I|33|0|33|4:00PM|4:50PM|T
8423|CM|131|71|General Chemistry I|33|0|33|8:00AM|8:50AM|W
8448|CM|131|72|General Chemistry I|33|0|33|9:00AM|9:50AM|W
8443|CM|131|73|General Chemistry I|33|0|33|10:00AM|10:50AM|W
8478|CM|132|01|General Chemistry II|94|3|91|11:00AM|12:15PM|TR
8477|CM|132|13|General Chemistry II|38|1|37|1:00PM|2:50PM|M
8479|CM|132|19|General Chemistry II|37|1|36|8:00AM|9:50AM|W
9316|CM|132|30|General Chemistry II|32|1|31|3:00PM|4:50PM|F
8480|CM|132|33|General Chemistry II|38|1|37|1:00PM|2:50PM|M
8481|CM|132|39|General Chemistry II|37|1|36|8:00AM|9:50AM|W
9570|CM|132|50|General Chemistry II|32|1|31|3:00PM|4:50PM|F
8482|CM|221|01|Spectroscopy|42|8|34|11:00AM|12:15PM|TR
8483|CM|223|10|Spectroscopy Laboratory|14|2|12|8:00AM|10:45AM|MW
8484|CM|223|20|Spectroscopy Laboratory|14|3|11|2:00PM|4:45PM|MW
8485|CM|223|30|Spectroscopy Laboratory|14|1|13|8:00AM|10:45AM|TR
8486|CM|241|01|Organic Chemistry I|100|2|98|11:00AM|11:50AM|MWF
8487|CM|241|02|Organic Chemistry I|100|4|96|1:00PM|1:50PM|MWF
8488|CM|244|10|Organic Chemistry Laboratory I|15|1|14|8:00AM|10:45AM|MW
8489|CM|244|20|Organic Chemistry Laboratory I|15|4|11|11:00AM|1:45PM|TR
8490|CM|244|30|Organic Chemistry Laboratory I|15|0|15|2:00PM|4:45PM|TR
8491|CM|320|01|Separations & Electrochemistry|30|6|24|4:00PM|5:15PM|TR
9334|CM|342|01|Food Chemistry|12|13|-1|3:00PM|4:50PM|F
8492|CM|345|10|Advanced Laboratory|15|6|9|2:00PM|4:45PM|MW
8493|CM|371|01|Phys Chem I|30|4|26|11:00AM|12:15PM|TR
8495|CM|409|63|Ugrd Teaching Assist in Chem|30|0|30|||
9748|CM|417|45|DR in Inorganic Chemistry|30|0|30|||
9749|CM|417|70|DR in Inorganic Chemistry|30|1|29|||
9750|CM|427|28|DR in Analytical Chemistry|30|0|30|||
9751|CM|427|63|DR in Analytical Chemistry|30|0|30|||
8494|CM|428|28|D.S. in Analytical Chemistry|99|0|99|||
9669|CM|432|01|Fine Particle Characterization|15|1|14|11:00AM|11:50AM|MWF
9942|CM|435|01|Better Matls through CM|15|0|15|||
9752|CM|437|49|DR in Colloid Chemistry|30|2|28|||
9753|CM|437|97|DR in Colloid Chemistry|30|0|30|||
9672|CM|441|01|Physical Organic Chemistry|30|0|30|11:00AM|12:15PM|TR
9946|CM|445|01|Organometallic Chemistry|30|2|28|12:00PM|12:50PM|MWF
9754|CM|447|24|DR in Organic Chemistry|30|0|30|||
9755|CM|447|74|DR in Organic Chemistry|30|0|30|||
9756|CM|447|90|DR in Organic Chemistry|30|0|30|||
8497|CM|448|24|D.S. in Organic Chemistry|99|0|99|||
8498|CM|448|34|D.S. in Organic Chemistry|99|0|99|||
9670|CM|453|01|Introduction to Biomaterials|30|1|29|1:00PM|2:15PM|TR
9757|CM|457|24|DR in Polymer Chemistry|30|1|29|||
8501|CM|458|24|D.S. in Polymer Chemistry|99|0|99|||
8389|CM|460|01|Biochemistry I|70|24|46|9:30AM|10:45AM|TR
9758|CM|467|84|DR in Biochemistry|30|1|29|||
9694|CM|467|97|DR in Biochemistry|30|1|29|||
9759|CM|467|99|DR in Biochemistry|30|0|30|||
9695|CM|468|97|D.S. in Biochemistry|99|0|99|||
8502|CM|468|99|D.S. in Biochemistry|99|0|99|||
9760|CM|477|63|DR in Physical Chemistry|30|0|30|||
9761|CM|477|90|DR in Physical Chemistry|30|0|30|||
9762|CM|491|24|Undergraduate Thesis|99|0|99|||
9763|CM|491|28|Undergraduate Thesis|99|0|99|||
9764|CM|491|70|Undergraduate Thesis|99|0|99|||
9765|CM|491|84|Undergraduate Thesis|99|0|99|||
9766|CM|491|90|Undergraduate Thesis|99|0|99|||
9767|CM|491|99|Undergraduate Thesis|99|0|99|||
8786|CM|495|24|Internship/Co-op in Ch & BioM|30|0|30|||
8787|CM|495|63|Internship/Co-op in Ch & BioM|30|0|30|||
8788|CM|495|99|Internship/Co-op in Ch & BioM|30|0|30|||
8503|CM|497|97|Directed Study|99|0|99|||
9674|CM|532|01|Fine Particle Characterization|15|1|14|11:00AM|11:50AM|MWF
9943|CM|535|01|Better Matls through CM|15|0|15|||
9673|CM|541|01|Physical Organic Chemistry|10|0|10|11:00AM|12:15PM|TR
9947|CM|545|01|Organometallic Chemistry|30|2|28|12:00PM|12:50PM|MWF
9671|CM|553|01|Medical&Pharmaceutical Biomatl|30|1|29|1:00PM|2:15PM|TR
8390|CM|560|01|Biochemistry I|70|24|46|9:30AM|10:45AM|TR
8521|CM|890|24|Directed Study|99|0|99|||
8524|CM|890|28|Directed Study|99|0|99|||
8522|CM|890|70|Directed Study|99|0|99|||
8523|CM|890|74|Directed Study|99|0|99|||
8520|CM|890|84|Directed Study|99|0|99|||
8516|CM|890|90|Directed Study|99|0|99|||
8517|CM|890|97|Directed Study|99|0|99|||
9163|CM|890|99|Directed Study|99|0|99|||
8504|CM|900|01|Seminar|60|1|59|3:00PM|6:00PM|F
9198|CM|990|05|Thesis, Diss or Spec Proj|99|0|99|||
8506|CM|990|14|Thesis, Diss or Spec Proj|99|0|99|||
8507|CM|990|24|Thesis, Diss or Spec Proj|99|0|99|||
8512|CM|990|28|Thesis, Diss or Spec Proj|99|0|99|||
8511|CM|990|45|Thesis, Diss or Spec Proj|99|0|99|||
8519|CM|990|49|Thesis, Diss or Spec Proj|99|0|99|||
8508|CM|990|63|Thesis, Diss or Spec Proj|99|0|99|||
8509|CM|990|70|Thesis, Diss or Spec Proj|99|0|99|||
8518|CM|990|74|Thesis, Diss or Spec Proj|99|0|99|||
8513|CM|990|84|Thesis, Diss or Spec Proj|99|1|98|||
8514|CM|990|90|Thesis, Diss or Spec Proj|99|0|99|||
8505|CM|990|94|Thesis, Diss or Spec Proj|99|0|99|||
8510|CM|990|97|Thesis, Diss or Spec Proj|99|0|99|||
8515|CM|990|99|Thesis, Diss or Spec Proj|99|0|99|||
8899|COMM|190|01|Writing Center Tutor|30|0|30|||
8900|COMM|210|01|Rhetoric for Bus, Sci, & Eng|18|0|18|9:00AM|9:50AM|MWF
9683|COMM|210|02|Rhetoric for Bus, Sci, & Eng|18|3|15|10:00AM|10:50AM|MWF
8901|COMM|217|01|Intro to Public Speaking|18|13|5|10:00AM|10:50AM|MWF
8902|COMM|217|02|Intro to Public Speaking|20|1|19|1:00PM|1:50PM|MWF
8903|COMM|217|03|Intro to Public Speaking|18|0|18|2:00PM|2:50PM|MWF
8904|COMM|310|01|Mass Media and Society|68|10|58|11:00AM|12:15PM|MW
8905|COMM|327|01|Digital Video Production I|16|2|14|4:00PM|5:15PM|MW
9675|COMM|360|01|Audio Production|10|5|5|1:00PM|2:15PM|TR
9433|COMM|391|01|Special Topics Course|14|0|14|8:00AM|9:15AM|TR
9434|COMM|391|02|Special Topics Course|14|3|11|11:00AM|12:15PM|TR
8906|COMM|395|01|Special Topics|0|1|-1|9:30AM|10:45AM|TR
8907|COMM|410|01|Theory & Phil of Communication|22|2|20|9:30AM|10:45AM|TR
9681|COMM|420|103|COMM: Independent Study|30|0|30|||
9676|COMM|420|15|COMM: Independent Study|30|1|29|||
9677|COMM|420|17|COMM: Independent Study|30|0|30|||
9678|COMM|420|26|COMM: Independent Study|30|0|30|||
9679|COMM|420|27|COMM: Independent Study|30|0|30|||
9680|COMM|420|50|COMM: Independent Study|30|0|30|||
9682|COMM|420|55|COMM: Independent Study|30|0|30|||
8911|COMM|470|26|Communication Internship|30|0|30|||
10001|COMM|480|103|Undergraduate TA|30|0|30|||
9258|COMM|480|15|Undergraduate TA|30|0|30|||
8914|COMM|480|17|Undergraduate TA|0|0|0|||
8913|COMM|480|26|Undergraduate TA|0|0|0|||
8915|COMM|480|50|Undergraduate TA|30|0|30|||
10002|COMM|480|55|Undergraduate TA|30|0|30|||
8912|COMM|490|01|Senior Comm Internship|1|0|1|||
8971|CS|110|01|Intro to Bus Int and Data Anal|40|1|39|2:30PM|3:45PM|TR
8553|CS|141|01|Intro to Comp Sci I|54|2|52|9:30AM|10:45AM|TR
9183|CS|141|02|Intro to Comp Sci I|54|5|49|2:30PM|3:45PM|TR
8554|CS|141|10|Intro to Comp Sci I|20|3|17|11:00AM|11:50AM|M
8555|CS|141|20|Intro to Comp Sci I|20|1|19|12:00PM|12:50PM|M
8556|CS|141|30|Intro to Comp Sci I|20|1|19|10:00AM|10:50AM|M
8557|CS|141|40|Intro to Comp Sci I|20|2|18|4:00PM|4:50PM|M
8558|CS|142|01|Intro to Comp Sci II|32|5|27|1:00PM|2:15PM|TR
8559|CS|242|01|Adv Prog Concepts in Java|70|9|61|8:00AM|9:15AM|TR
8560|CS|341|01|Programming Languages|54|14|40|9:30AM|10:45AM|TR
8561|CS|345|01|Automata Theory & Formal Lang|42|7|35|9:00AM|9:50AM|MWF
8562|CS|350|01|Software Design & Development|40|11|29|11:00AM|11:50AM|MWF
9768|CS|407|15|D.S. in Computer Science|99|0|99|||
9769|CS|407|21|D.S. in Computer Science|99|0|99|||
9770|CS|407|35|D.S. in Computer Science|99|0|99|||
8565|CS|411|15|DS in Applied Comp Sci|99|0|99|||
8566|CS|411|21|DS in Applied Comp Sci|99|0|99|||
9524|CS|411|34|DS in Applied Comp Sci|99|0|99|||
8567|CS|411|35|DS in Applied Comp Sci|99|0|99|||
8568|CS|411|51|DS in Applied Comp Sci|99|0|99|||
9525|CS|411|71|DS in Applied Comp Sci|99|0|99|||
8570|CS|447|01|Computer Algorithms|30|13|17|8:00AM|9:15AM|TR
9689|CS|449|01|Computational Learning|30|14|16|1:00PM|2:15PM|TR
8574|CS|455|01|Computer Networks|54|22|32|1:00PM|1:50PM|MW
8575|CS|455|10|Computer Networks|19|16|3|12:00PM|12:50PM|F
8576|CS|455|20|Computer Networks|18|2|16|3:00PM|3:50PM|F
9487|CS|455|30|Computer Networks|25|4|21|2:00PM|2:50PM|F
9771|CS|497|21|Undergraduate Research I|99|0|99|||
9772|CS|497|35|Undergraduate Research I|99|0|99|||
9159|CS|499|35|Professional Experience|30|2|28|||
8586|CS|541|01|Intro Automata Theory|42|7|35|9:00AM|9:50AM|MWF
8587|CS|541|D1|Intro Automata Theory|50|0|50|||
8571|CS|547|01|Computer Algorithms|30|13|17|8:00AM|9:15AM|TR
8572|CS|547|D1|Computer Algorithms|30|0|30|9:30AM|10:45AM|TR
9937|CS|549|01|Computational Learning|30|14|16|1:00PM|2:15PM|TR
8563|CS|550|01|Software Design & Development|40|11|29|11:00AM|11:50AM|MWF
8588|CS|550|D1|Software Design & Development|50|0|50|||
8580|CS|555|01|Computer Networks|54|22|32|1:00PM|1:50PM|MW
8581|CS|555|10|Computer Networks|19|16|3|12:00PM|12:50PM|F
8582|CS|555|20|Computer Networks|18|2|16|3:00PM|3:50PM|F
9488|CS|555|30|Computer Networks|25|4|21|2:00PM|2:50PM|F
8589|CS|555|D1|Computer Networks|30|0|30|||
8595|CS|607|15|Topics in Computer Science|99|1|98|||
8596|CS|607|21|Topics in Computer Science|99|0|99|||
8597|CS|607|35|Topics in Computer Science|99|0|99|||
8598|CS|611|15|Topics in Appl Comp Sci|99|0|99|||
8599|CS|611|21|Topics in Appl Comp Sci|99|1|98|||
8600|CS|611|35|Topics in Appl Comp Sci|99|0|99|||
9474|CS|611|46|Topics in Appl Comp Sci|15|0|15|||
8601|CS|611|51|Topics in Appl Comp Sci|99|0|99|||
9478|CS|611|71|Topics in Appl Comp Sci|99|0|99|||
8590|CS|634|15|Thesis|99|0|99|||
8591|CS|634|21|Thesis|99|0|99|||
9158|CS|634|34|Thesis|99|1|98|||
8592|CS|634|35|Thesis|99|0|99|||
8593|CS|634|51|Thesis|99|0|99|||
8594|CS|634|71|Thesis|99|0|99|||
9266|CS|652|01|Computer Vision|20|0|20|9:30AM|10:45AM|TR
9267|CS|652|D1|Computer Vision|30|0|30|||
9945|CS|668|01|Natural Language Processing|30|1|29|8:00AM|9:15AM|TR
8602|CS|707|35|Seminar in Computer Science|25|2|23|10:00AM|10:50AM|MWF
9169|CS|707|D1|Seminar in Computer Science|25|0|25|10:00AM|10:50AM|MWF
9237|DA|110|01|Drawing|14|0|14|4:00PM|6:30PM|TR
8919|DA|120|01|Elements of Design|10|0|10|2:00PM|4:00PM|MW
8916|DA|200|01|3D Digital Modeling & Imagery|13|1|12|2:30PM|5:15PM|TR
9685|DA|212|01|Art in Context|15|2|13|9:30AM|10:45AM|TR
9684|DA|392|01|Special Topics|0|0|0|11:00AM|12:15PM|MW
9686|DA|420|15|Digital Arts Ind Study|30|0|30|||
9687|DA|420|50|Digital Arts Ind Study|30|0|30|||
9688|DA|420|81|Digital Arts Ind Study|30|0|30|||
8923|DA|480|26|Internship in Digital Arts|30|0|30|||
8920|DA|490|50|Undergraduate TA in DA&S|30|0|30|||
8921|DA|490|81|Undergraduate TA in DA&S|30|0|30|||
8917|DA|491|01|Professional Practice|10|6|4|4:00PM|5:50PM|W
8925|EAP|250|01|Academic Writing I|20|0|20|1:00PM|1:50PM|MWF
8929|EAP|255|01|Academic Spoken Comm Skills|20|0|20|11:00AM|11:50AM|MWF
8928|EAP|350|01|Academic Writing II|18|0|18|4:00PM|5:15PM|MW
8927|EAP|354|01|Adv. Academic Writing for UGRD|18|0|18|4:00PM|5:15PM|MW
8926|EAP|550|01|Academic Writing I|20|0|20|1:00PM|1:50PM|MWF
8924|EAP|555|01|Academic Spoken Comm Skills|20|0|20|11:00AM|11:50AM|MWF
9011|EC|150|01|Principles of Microeconomics|225|5|220|8:00AM|9:15AM|TR
9012|EC|150|02|Principles of Microeconomics|95|14|81|9:30AM|10:45AM|TR
9017|EC|200|01|Engineering Economics|90|6|84|8:00AM|9:15AM|TR
9018|EC|200|02|Engineering Economics|65|12|53|11:00AM|12:15PM|TR
9020|EC|200|03|Engineering Economics|65|6|59|2:30PM|3:45PM|TR
9013|EC|311|01|Introduction to Econometrics|65|4|61|8:00AM|9:15AM|MW
9394|EC|311|02|Introduction to Econometrics|30|5|25|11:00AM|12:15PM|MW
9015|EC|350|01|Economic Prin & Eng Econ|90|6|84|8:00AM|9:15AM|TR
9016|EC|350|02|Economic Prin & Eng Econ|65|12|53|11:00AM|12:15PM|TR
9021|EC|350|03|Economic Prin & Eng Econ|65|6|59|2:30PM|3:45PM|TR
9014|EC|370|01|Economics of Innovation|50|11|39|8:00AM|9:15AM|TR
9239|EC|384|01|Game Theory/Economic Strategy|40|2|38|8:00AM|9:15AM|MW
9019|EC|451|01|Industrial & Supply Chain Econ|35|5|30|11:00AM|12:15PM|MW
9354|EC|604|01|Applied Economics|30|1|29|9:30AM|11:00AM|TR
9356|EC|604|02|Applied Economics|30|1|29|11:15AM|12:45PM|TR
8136|EE|221|01|Linear Circuits|30|3|27|10:00AM|10:50AM|MWF
8137|EE|261|01|Int to Prog & Software Design|54|4|50|10:00AM|10:50AM|MW
9453|EE|261|02|Int to Prog & Software Design|54|3|51|12:00PM|12:50PM|MW
8138|EE|261|10|Int to Prog & Software Design|45|6|39|12:00PM|12:50PM|F
8139|EE|261|20|Int to Prog & Software Design|45|1|44|1:00PM|1:50PM|F
8140|EE|291|16|SP in Elec & Computer Eng|99|0|99|||
8141|EE|291|25|SP in Elec & Computer Eng|99|0|99|||
8142|EE|311|01|Electrical Engineering Lab II|40|17|23|1:00PM|1:50PM|T
8143|EE|311|10|Electrical Engineering Lab II|20|16|4|8:00AM|11:50AM|T
8144|EE|311|20|Electrical Engineering Lab II|20|1|19|8:00AM|11:50AM|R
8145|EE|321|01|Systems and Signal Processing|100|16|84|9:00AM|9:50AM|MWF
8238|EE|324|01|Dynamical Systems|250|28|222|11:00AM|12:15PM|TR
8146|EE|331|01|Energy Conversion|100|19|81|11:00AM|11:50AM|MWF
8147|EE|341|01|Microelectronics|100|13|87|8:00AM|8:50AM|MWF
8148|EE|363|01|Software Comp & Generic Prog|37|4|33|2:00PM|2:50PM|MWF
8149|EE|365|01|Adv Digital Circuit Design|30|11|19|11:00AM|11:50AM|MWF
9336|EE|401|01|Digital Signal Processing|35|7|28|2:00PM|2:50PM|MWF
8150|EE|407|01|Computer Networks|54|22|32|1:00PM|1:50PM|MW
8151|EE|407|10|Computer Networks|19|16|3|12:00PM|12:50PM|F
8152|EE|407|20|Computer Networks|18|2|16|3:00PM|3:50PM|F
9485|EE|407|30|Computer Networks|25|4|21|2:00PM|2:50PM|F
8153|EE|408|01|Software Design for Visual Env|24|3|21|4:00PM|4:50PM|MWF
8154|EE|412|01|Senior Design|20|11|9|4:00PM|4:50PM|TR
8155|EE|412|10|Senior Design|20|11|9|2:00PM|3:50PM|T
8156|EE|416|01|Computer Eng Senior Lab|30|12|18|3:00PM|3:50PM|M
8157|EE|416|10|Computer Eng Senior Lab|30|12|18|12:30PM|2:30PM|TR
8158|EE|418|01|Software Eng Senior Design|20|7|13|11:00AM|12:15PM|TR
8159|EE|431|01|Power Trans & Dist|48|12|36|10:00AM|10:50AM|MWF
9709|EE|439|01|Dielectrics|30|13|17|11:00AM|12:15PM|TR
8160|EE|464|01|Digital Systems Design|30|12|18|2:30PM|3:45PM|TR
8161|EE|466|01|Computer Architecture|70|12|58|9:00AM|9:50AM|MWF
9330|EE|466|D1|Computer Architecture|3|3|0|||
8163|EE|470|01|Coding and Info Transmission|20|3|17|1:00PM|1:50PM|MWF
8172|EE|485|01|Neural Engineering|30|7|23|2:30PM|3:45PM|TR
9566|EE|491|06|DS in Electrical & Comp Eng|99|0|99|||
9318|EE|491|104|DS in Electrical & Comp Eng|99|0|99|||
9472|EE|491|110|DS in Electrical & Comp Eng|99|0|99|||
8167|EE|491|16|DS in Electrical & Comp Eng|99|0|99|||
8170|EE|491|33|DS in Electrical & Comp Eng|99|0|99|||
8168|EE|491|37|DS in Electrical & Comp Eng|99|1|98|||
8169|EE|491|41|DS in Electrical & Comp Eng|99|0|99|||
8165|EE|491|51|DS in Electrical & Comp Eng|99|0|99|||
8171|EE|491|59|DS in Electrical & Comp Eng|99|0|99|||
9277|EE|491|63|DS in Electrical & Comp Eng|99|0|99|||
9137|EE|491|71|DS in Electrical & Comp Eng|99|0|99|||
9281|EE|491|81|DS in Electrical & Comp Eng|99|0|99|||
8166|EE|491|91|DS in Electrical & Comp Eng|0|0|0|||
9276|EE|491|98|DS in Electrical & Comp Eng|99|0|99|||
9490|EE|501|01|Digital Signal Processing|35|7|28|2:00PM|2:50PM|MWF
9491|EE|501|D1|Digital Signal Processing|15|0|15|||
8577|EE|507|01|Computer Networks|54|22|32|1:00PM|1:50PM|MW
8578|EE|507|10|Computer Networks|19|16|3|12:00PM|12:50PM|F
8579|EE|507|20|Computer Networks|18|2|16|3:00PM|3:50PM|F
9486|EE|507|30|Computer Networks|25|4|21|2:00PM|2:50PM|F
8603|EE|507|D1|Computer Networks|30|0|30|||
9926|EE|520|01|Data Analysis Complex Systems|30|0|30|8:00AM|8:50AM|MWF
9837|EE|522|01|Adv Signal Processing w/Biomed|30|0|30|8:00AM|9:15AM|TR
9838|EE|522|10|Adv Signal Processing w/Biomed|0|0|0|9:00AM|9:50AM|M
9980|EE|522|D1|Adv Signal Processing w/Biomed|30|0|30|||
9300|EE|529|01|Stochastic Processes in Eng|30|0|30|4:00PM|5:15PM|TR
9668|EE|529|11|Stochastic Processes in Eng|31|0|31|4:00PM|4:50PM|F
9301|EE|529|D1|Stochastic Processes in Eng|20|0|20|1:00PM|2:15PM|TR
9667|EE|529|D11|Stochastic Processes in Eng|30|0|30|2:00PM|2:50PM|W
9711|EE|535|01|Power System Reliability|20|2|18|2:30PM|3:45PM|TR
9713|EE|535|D1|Power System Reliability|30|1|29|||
9710|EE|539|01|Dielectrics|30|13|17|11:00AM|12:15PM|TR
9712|EE|539|D1|Dielectrics|15|0|15|||
8176|EE|561|01|Many-Core Arch and Prog Model|30|0|30|||
8162|EE|566|01|Computer Architecture|70|12|58|9:00AM|9:50AM|MWF
9135|EE|566|D1|Computer Architecture|12|0|12|9:00AM|9:50AM|MWF
8164|EE|570|01|Coding and Info Transmission|20|3|17|1:00PM|1:50PM|MWF
9714|EE|572|01|Digital Communications|30|0|30|11:00AM|11:50AM|MWF
9715|EE|572|D1|Digital Communications|30|0|30|||
9982|EE|576|01|Secure Computer System Design|30|0|30|1:00PM|2:15PM|TR
9983|EE|576|D1|Secure Computer System Design|30|0|30|||
9965|EE|582|01|Advanced Electromagnetics|30|0|30|4:00PM|5:15PM|TR
9981|EE|582|D1|Advanced Electromagnetics|30|0|30|||
8175|EE|585|01|Neural Engineering|30|7|23|2:30PM|3:45PM|TR
9941|EE|585|D1|Neural Engineering|30|0|30|2:30PM|3:45PM|TR
8177|EE|610|51|ECE Seminar|100|0|100|4:00PM|5:30PM|WF
9302|EE|610|D51|ECE Seminar|100|1|99|4:00PM|5:30PM|WF
8213|EE|613|06|Thesis, Dissertation|99|0|99|||
9480|EE|613|106|Thesis, Dissertation|99|0|99|||
9558|EE|613|110|Thesis, Dissertation|99|0|99|||
8178|EE|613|16|Thesis, Dissertation|99|0|99|||
8199|EE|613|18|Thesis, Dissertation|99|0|99|||
8196|EE|613|21|Thesis, Dissertation|99|0|99|||
8190|EE|613|25|Thesis, Dissertation|99|0|99|||
8179|EE|613|28|Thesis, Dissertation|99|0|99|||
8180|EE|613|33|Thesis, Dissertation|99|0|99|||
8193|EE|613|37|Thesis, Dissertation|99|0|99|||
8181|EE|613|41|Thesis, Dissertation|99|0|99|||
8216|EE|613|50|Thesis, Dissertation|99|1|98|||
8182|EE|613|51|Thesis, Dissertation|99|1|98|||
8183|EE|613|52|Thesis, Dissertation|99|1|98|||
8184|EE|613|53|Thesis, Dissertation|99|0|99|||
8185|EE|613|59|Thesis, Dissertation|99|0|99|||
9308|EE|613|63|Thesis, Dissertation|99|0|99|||
8198|EE|613|64|Thesis, Dissertation|99|0|99|||
9306|EE|613|81|Thesis, Dissertation|99|0|99|||
9307|EE|613|98|Thesis, Dissertation|99|0|99|||
8214|EE|616|06|Special Projects|30|0|30|||
8207|EE|616|16|Special Projects|30|0|30|||
8210|EE|616|18|Special Projects|30|0|30|||
8203|EE|616|25|Special Projects|30|0|30|||
8209|EE|616|28|Special Projects|30|0|30|||
8200|EE|616|33|Special Projects|30|0|30|||
8206|EE|616|37|Special Projects|30|0|30|||
8205|EE|616|41|Special Projects|30|0|30|||
8217|EE|616|50|Special Projects|30|0|30|||
8201|EE|616|51|Special Projects|30|0|30|||
8208|EE|616|52|Special Projects|30|0|30|||
8204|EE|616|59|Special Projects|30|0|30|||
8202|EE|616|64|Special Projects|30|0|30|||
9268|EE|652|01|Computer Vision|20|0|20|9:30AM|10:45AM|TR
9269|EE|652|D1|Computer Vision|30|0|30|||
8573|EE|667|01|Computer Algorithms|30|13|17|8:00AM|9:15AM|TR
8604|EE|667|D1|Computer Algorithms|30|0|30|9:30AM|10:45AM|TR
8215|EE|693|06|DS in Electrical & Comp Eng|99|0|99|||
8197|EE|693|16|DS in Electrical & Comp Eng|99|0|99|||
8211|EE|693|18|DS in Electrical & Comp Eng|99|0|99|||
8195|EE|693|21|DS in Electrical & Comp Eng|99|0|99|||
8212|EE|693|25|DS in Electrical & Comp Eng|99|0|99|||
8186|EE|693|28|DS in Electrical & Comp Eng|99|0|99|||
8192|EE|693|33|DS in Electrical & Comp Eng|99|0|99|||
8194|EE|693|37|DS in Electrical & Comp Eng|99|0|99|||
8189|EE|693|41|DS in Electrical & Comp Eng|99|0|99|||
9115|EE|693|50|DS in Electrical & Comp Eng|37|0|37|2:00PM|2:50PM|F
8188|EE|693|51|DS in Electrical & Comp Eng|99|0|99|||
8187|EE|693|52|DS in Electrical & Comp Eng|99|0|99|||
8191|EE|693|59|DS in Electrical & Comp Eng|37|0|37|||
9279|EE|693|63|DS in Electrical & Comp Eng|99|0|99|||
9157|EE|693|64|DS in Electrical & Comp Eng|99|0|99|||
9278|EE|693|98|DS in Electrical & Comp Eng|99|0|99|||
9573|EE|694|110|DS in Electrical & Comp Eng|20|0|20|||
